3 14 41 68 0.04324749 2.169497
5 16 44 80 0.086817334 2.553132
3 14 38 71 0.081520014 2.4120688
5 16 45 86 0.097310429 2.418033
5 16 45 73 0.060672968 2.4449297
4 15 39 72 0.08708106 2.7098096
5 16 43 72 0.072109188 2.4195566
5 16 44 72 0.063416254 2.3307214
0 6 17 33 0.075229111 2.018738
3 14 42 67 0.055110208 1.7542114
5 16 44 71 0.067597851 2.5424627
3 14 36 71 0.05666171 1.2825177
5 16 45 71 0.043853151 1.2314993
5 16 45 75 0.083661503 2.8049047
5 16 44 71 0.059887975 2.2357057
4 15 41 70 0.059542346 1.6189718
3 14 40 64 0.073384492 2.4281398
2 13 30 45 0.03789384 2.1981593
2 10 22 43 0.058937745 2.0376023
5 15 35 57 0.043868368 1.1590469
3 14 32 48 0.070589433 2.058127
1 9 18 40 0.083464555 2.5911959
5 15 34 54 0.06854792 2.3655298
4 15 34 54 0.076106881 2.1334245
4 15 34 53 0.066800512 1.6833436
0 7 18 35 0.080391546 2.5134287
1 10 20 42 0.04950927 2.3500985
2 10 21 42 0.077147247 2.2057193
5 15 35 55 0.073892227 2.0700854
3 14 29 46 0.072877631 2.0159963
2 14 26 44 0.076710635 2.0612811
5 15 34 50 0.051555175 1.3916259
4 15 34 48 0.056423496 2.2281036
6 16 36 55 0.066129395 2.5008814
6 15 36 53 0.071028583 2.4654841
0 7 16 32 0.063963687 2.0048671
4 15 34 48 0.05376976 1.9962588
5 15 34 49 0.064862907 2.346185
3 14 30 45 0.067402318 2.1362247
0 8 17 27 0.066162205 2.0967129
5 15 27 32 0.061069734 2.2453304
0 7 15 25 0.061099522 2.0029411
0 8 17 29 0.073919617 2.4246436
4 14 26 32 0.045172726 1.604168
0 7 17 25 0.053823292 2.3326579
6 15 29 34 0.087853271 2.8053358
3 14 25 32 0.071166228 2.1990114
3 14 22 32 0.047766488 1.8807717
3 13 21 31 0.06217042 2.3463038
0 7 15 25 0.058110025 1.9507109
5 15 28 33 0.087298884 2.7804329
5 15 26 32 0.050894448 2.0483694
3 14 25 32 0.056014586 2.3804127
6 15 29 33 0.08014122 2.6040757
4 14 26 32 0.038520782 1.2325573
3 14 22 32 0.058225129 1.4330036
2 12 19 31 0.038684259 1.0963802
0 6 15 23 0.05671528 2.2536266
5 14 26 32 0.061993935 2.2724997
2 12 19 31 0.048302596 2.3345571
5 15 28 32 0.079213855 2.6303902
6 15 29 32 0.057630015 2.595915
5 15 27 32 0.056161373 2.3811762
3 13 22 31 0.010961145 1.2759067
1 10 18 29 0.059845082 1.5934308
5 15 29 32 0.063287425 2.4393935
2 10 19 27 0.056863495 1.4165641
5 15 26 28 0.068523709 2.4173759
3 14 22 28 0.053957249 2.431665
6 15 27 28 0.061348193 2.5810962
0 6 15 21 0.050821729 2.0378806
5 15 25 28 0.051602233 2.4670989
4 14 22 28 0.073257518 2.5064224
2 11 19 28 0.050784419 2.3651923
3 14 21 28 0.072456514 2.2025162
0 5 13 19 0.062672345 2.1972036
3 13 20 28 0.067878216 2.2308517
5 15 27 28 0.071678269 2.4115325
5 15 23 26 0.051534547 1.5094687
0 9 17 23 0.045572501 1.9611501
2 11 19 26 0.021525135 1.3190153
3 14 21 26 0.059506435 2.2067789
5 15 22 26 0.059996669 1.6459171
3 14 19 26 0.065301147 1.9784428
2 11 18 26 0.067658619 2.1001901
2 10 17 25 0.059785351 2.2190074
1 10 17 24 0.054815247 1.6806966
3 14 21 26 0.022369834 1.425854
5 15 23 26 0.079322788 2.2740443
6 15 24 26 0.063285104 2.4663836
0 6 15 23 0.041352747 1.4497408
1 10 17 25 0.033653659 2.13513
5 15 23 25 0.073203493 2.4369526
0 0 6 12 0.050154883 1.8673324
3 14 18 24 0.067506583 2.0260811
0 3 12 18 0.096947527 2.2364294
5 15 22 25 0.067858961 2.2160853
5 15 23 25 0.070186571 2.2396638
6 15 23 25 0.060721462 2.3891011
2 13 19 25 0.068578681 2.069645
3 14 21 25 0.062426255 2.0618506
6 15 23 25 0.053022424 2.3805125
3 14 21 25 0.057300119 1.9412931
0 8 17 23 0.037450793 2.1105721
3 14 21 25 0.04824042 1.5292206
2 11 18 24 0.065350603 2.2377848
3 14 18 24 0.064332125 2.3838797
3 14 18 24 0.021119399 0.63640867
4 14 20 25 0.059581926 1.9754011
0 8 17 22 0.01508312 1.1899519
6 15 23 25 0.064141839 2.0930396
6 15 23 25 0.05507758 2.379726
2 12 18 24 0.064833815 2.0503332
0 10 17 22 0.067486211 1.8276953
6 15 23 25 0.060546318 2.2771028
2 10 17 24 0.057642573 2.258836
5 15 23 25 0.053305505 2.1944146
4 14 20 25 0.067736454 2.0392051
4 14 21 25 0.057340865 2.0347407
3 14 20 24 0.053313679 1.455528
6 15 23 25 0.053294193 2.3995236
2 12 18 23 0.056342588 2.2566548
2 10 17 23 0.071223284 1.9272165
0 8 17 22 0.065686653 1.9621324
4 14 21 25 0.060374051 1.9887986
5 15 22 25 0.067684326 2.2951467
2 12 18 23 0.056838356 2.1359098
6 15 22 25 0.060645143 2.2759482
3 14 18 24 0.039268109 2.1759698
2 10 17 23 0.090270141 2.2297128
5 15 22 25 0.06375277 2.1819758
6 15 22 25 0.091296767 2.3087964
5 15 21 25 0.06096318 2.2401873
0 3 12 17 0.052597358 1.9631334
4 14 20 25 0.036485367 2.1709712
3 14 18 24 0.043628706 2.2178767
3 13 18 24 0.044645569 1.922097
3 14 20 25 0.059314461 1.9127331
4 14 20 25 0.062172528 2.13922
6 15 22 25 0.06080569 2.2009508
5 15 22 25 0.039621798 1.3984494
0 6 15 22 0.052982272 1.9061806
1 10 17 23 0.04755244 1.392159
5 14 20 25 0.053918281 2.0861342
6 15 22 25 0.065403811 2.2094982
5 15 22 25 0.032497762 2.2069618
3 14 19 25 0.01999403 0.45804158
3 14 20 24 0.05541513 2.0308793
0 8 17 22 0.053167844 2.1810184
3 13 19 24 0.039423245 1.6336111
5 15 22 24 0.085860551 2.2701256
3 14 18 24 0.099998437 2.4137599
2 12 18 23 0.042141475 2.2226317
3 14 20 24 0.041180744 2.0899108
3 14 18 25 0.059687401 2.2626807
5 15 21 25 0.035162789 2.2476193
0 0 7 20 0.0009408909 1.3382806
5 27 81 261 0.078793953 2.9675664
5 29 100 267 0.1111806 2.5886075
5 28 82 262 0.10555107 2.2427278
6 33 94 262 0.10034987 2.4986751
5 31 75 258 0.069491835 2.1349136
3 20 64 246 0.11349296 2.4570159
5 29 75 251 0.083532034 2.7635488
6 30 82 254 0.097753995 2.9548654
3 24 59 220 0.040090769 2.2629437
0 6 30 87 0.086545346 2.696614
6 32 95 254 0.11000402 3.1939945
3 17 59 218 0.065466158 2.7096516
0 11 45 151 0.073035117 1.4966223
0 11 44 159 0.094573045 1.9620037
5 28 69 236 0.073492674 2.2714182
6 30 83 243 0.087325059 3.0248095
2 17 52 146 0.023499416 2.2130377
3 17 55 205 0.072236985 2.3731325
5 20 67 234 0.12240458 2.7620369
6 27 68 234 0.092733874 2.4731789
5 25 66 232 0.095439654 2.5456489
4 19 62 227 0.078615647 2.9090428
5 20 63 230 0.10286375 2.9565364
5 23 63 230 0.088983595 2.7215792
3 15 53 187 0.078348993 2.8662752
2 14 51 153 0.069961391 2.3207335
3 18 54 174 0.045666971 1.5742832
6 32 72 234 0.077144958 2.9263992
3 18 55 173 0.05521984 2.2835844
5 25 63 225 0.091483218 2.260654
3 17 54 149 0.039528732 2.2288508
3 16 55 176 0.081357657 2.5181146
6 26 63 214 0.086758686 2.608691
3 15 58 194 0.096551298 2.3961466
1 14 43 95 0.050827676 2.2940284
1 14 43 91 0.060778344 2.1365188
6 24 65 216 0.092147924 2.7623774
4 21 55 162 0.041804175 2.2619678
2 14 50 115 0.044260388 2.3321463
6 25 66 216 0.091199747 3.0023234
4 16 58 186 0.086408284 2.9177448
5 21 55 163 0.055637294 2.3303678
5 18 60 194 0.078077843 2.8735392
3 15 50 169 0.10822288 2.5697229
0 9 35 78 0.11049206 2.7714836
5 17 59 181 0.08651754 2.5658299
2 14 48 118 0.073564243 2.4789783
5 19 60 177 0.075473577 2.8075919
5 17 58 174 0.080735513 2.8631485
3 19 55 132 0.05859399 2.3076629
3 14 46 105 0.029088254 1.3282844
6 21 59 180 0.09426844 2.4746161
5 16 54 162 0.085769147 1.9177363
6 20 56 162 0.072831854 2.5583497
2 14 40 85 0.080043546 2.5879242
4 16 50 152 0.088204811 3.0563429
5 16 54 136 0.072845487 1.9871417
2 13 40 108 0.056329051 0.87930214
5 16 53 157 0.096744597 2.2247128
3 16 48 94 0.050991454 2.3883052
5 17 57 178 0.078298303 1.7508115
2 14 43 109 0.071570316 1.5528168
5 16 53 105 0.038819499 2.3760434
3 16 49 100 0.057192896 2.5892282
3 16 49 92 0.052868197 2.3605398
5 16 54 116 0.06823163 2.09415
6 19 58 146 0.071621651 2.8356531
6 18 56 142 0.078699579 2.7353743
2 14 37 83 0.099404778 2.9272071
5 16 47 93 0.06386615 2.3351786
2 14 37 80 0.095109684 2.6952915
0 7 22 52 0.051410171 2.1578821
4 16 45 94 0.0728522 2.6813255
2 12 35 66 0.091597252 2.7025171
