  -4.3247490e-02  -2.1694970e+00
  -8.6817334e-02  -2.5531320e+00
  -8.1520014e-02  -2.4120688e+00
  -9.7310429e-02  -2.4180330e+00
  -6.0672968e-02  -2.4449297e+00
  -8.7081060e-02  -2.7098096e+00
  -7.2109188e-02  -2.4195566e+00
  -6.3416254e-02  -2.3307214e+00
  -7.5229111e-02  -2.0187380e+00
  -5.5110208e-02  -1.7542114e+00
  -6.7597851e-02  -2.5424627e+00
  -5.6661710e-02  -1.2825177e+00
  -4.3853151e-02  -1.2314993e+00
  -8.3661503e-02  -2.8049047e+00
  -5.9887975e-02  -2.2357057e+00
  -5.9542346e-02  -1.6189718e+00
  -7.3384492e-02  -2.4281398e+00
  -3.7893840e-02  -2.1981593e+00
  -5.8937745e-02  -2.0376023e+00
  -4.3868368e-02  -1.1590469e+00
  -7.0589433e-02  -2.0581270e+00
  -8.3464555e-02  -2.5911959e+00
  -6.8547920e-02  -2.3655298e+00
  -7.6106881e-02  -2.1334245e+00
  -6.6800512e-02  -1.6833436e+00
  -8.0391546e-02  -2.5134287e+00
  -4.9509270e-02  -2.3500985e+00
  -7.7147247e-02  -2.2057193e+00
  -7.3892227e-02  -2.0700854e+00
  -7.2877631e-02  -2.0159963e+00
  -7.6710635e-02  -2.0612811e+00
  -5.1555175e-02  -1.3916259e+00
  -5.6423496e-02  -2.2281036e+00
  -6.6129395e-02  -2.5008814e+00
  -7.1028583e-02  -2.4654841e+00
  -6.3963687e-02  -2.0048671e+00
  -5.3769760e-02  -1.9962588e+00
  -6.4862907e-02  -2.3461850e+00
  -6.7402318e-02  -2.1362247e+00
  -6.6162205e-02  -2.0967129e+00
  -6.1069734e-02  -2.2453304e+00
  -6.1099522e-02  -2.0029411e+00
  -7.3919617e-02  -2.4246436e+00
  -4.5172726e-02  -1.6041680e+00
  -5.3823292e-02  -2.3326579e+00
  -8.7853271e-02  -2.8053358e+00
  -7.1166228e-02  -2.1990114e+00
  -4.7766488e-02  -1.8807717e+00
  -6.2170420e-02  -2.3463038e+00
  -5.8110025e-02  -1.9507109e+00
  -8.7298884e-02  -2.7804329e+00
  -5.0894448e-02  -2.0483694e+00
  -5.6014586e-02  -2.3804127e+00
  -8.0141220e-02  -2.6040757e+00
  -3.8520782e-02  -1.2325573e+00
  -5.8225129e-02  -1.4330036e+00
  -3.8684259e-02  -1.0963802e+00
  -5.6715280e-02  -2.2536266e+00
  -6.1993935e-02  -2.2724997e+00
  -4.8302596e-02  -2.3345571e+00
  -7.9213855e-02  -2.6303902e+00
