  -5.7630015e-02  -2.5959150e+00
  -5.6161373e-02  -2.3811762e+00
  -1.0961145e-02  -1.2759067e+00
  -5.9845082e-02  -1.5934308e+00
  -6.3287425e-02  -2.4393935e+00
  -5.6863495e-02  -1.4165641e+00
  -6.8523709e-02  -2.4173759e+00
  -5.3957249e-02  -2.4316650e+00
  -6.1348193e-02  -2.5810962e+00
  -5.0821729e-02  -2.0378806e+00
  -5.1602233e-02  -2.4670989e+00
  -7.3257518e-02  -2.5064224e+00
  -5.0784419e-02  -2.3651923e+00
  -7.2456514e-02  -2.2025162e+00
  -6.2672345e-02  -2.1972036e+00
  -6.7878216e-02  -2.2308517e+00
  -7.1678269e-02  -2.4115325e+00
  -5.1534547e-02  -1.5094687e+00
  -4.5572501e-02  -1.9611501e+00
  -2.1525135e-02  -1.3190153e+00
  -5.9506435e-02  -2.2067789e+00
  -5.9996669e-02  -1.6459171e+00
  -6.5301147e-02  -1.9784428e+00
  -6.7658619e-02  -2.1001901e+00
  -5.9785351e-02  -2.2190074e+00
  -5.4815247e-02  -1.6806966e+00
  -2.2369834e-02  -1.4258540e+00
  -7.9322788e-02  -2.2740443e+00
  -6.3285104e-02  -2.4663836e+00
  -4.1352747e-02  -1.4497408e+00
  -3.3653659e-02  -2.1351300e+00
  -7.3203493e-02  -2.4369526e+00
  -5.0154883e-02  -1.8673324e+00
  -6.7506583e-02  -2.0260811e+00
  -9.6947527e-02  -2.2364294e+00
  -6.7858961e-02  -2.2160853e+00
  -7.0186571e-02  -2.2396638e+00
  -6.0721462e-02  -2.3891011e+00
  -6.8578681e-02  -2.0696450e+00
  -6.2426255e-02  -2.0618506e+00
  -5.3022424e-02  -2.3805125e+00
  -5.7300119e-02  -1.9412931e+00
  -3.7450793e-02  -2.1105721e+00
  -4.8240420e-02  -1.5292206e+00
  -6.5350603e-02  -2.2377848e+00
  -6.4332125e-02  -2.3838797e+00
  -2.1119399e-02  -6.3640867e-01
  -5.9581926e-02  -1.9754011e+00
  -1.5083120e-02  -1.1899519e+00
  -6.4141839e-02  -2.0930396e+00
  -5.5077580e-02  -2.3797260e+00
  -6.4833815e-02  -2.0503332e+00
  -6.7486211e-02  -1.8276953e+00
  -6.0546318e-02  -2.2771028e+00
  -5.7642573e-02  -2.2588360e+00
  -5.3305505e-02  -2.1944146e+00
  -6.7736454e-02  -2.0392051e+00
  -5.7340865e-02  -2.0347407e+00
  -5.3313679e-02  -1.4555280e+00
  -5.3294193e-02  -2.3995236e+00
  -5.6342588e-02  -2.2566548e+00
  -7.1223284e-02  -1.9272165e+00
  -6.5686653e-02  -1.9621324e+00
  -6.0374051e-02  -1.9887986e+00
  -6.7684326e-02  -2.2951467e+00
  -5.6838356e-02  -2.1359098e+00
  -6.0645143e-02  -2.2759482e+00
  -3.9268109e-02  -2.1759698e+00
  -9.0270141e-02  -2.2297128e+00
  -6.3752770e-02  -2.1819758e+00
  -9.1296767e-02  -2.3087964e+00
  -6.0963180e-02  -2.2401873e+00
  -5.2597358e-02  -1.9631334e+00
  -3.6485367e-02  -2.1709712e+00
  -4.3628706e-02  -2.2178767e+00
  -4.4645569e-02  -1.9220970e+00
  -5.9314461e-02  -1.9127331e+00
  -6.2172528e-02  -2.1392200e+00
  -6.0805690e-02  -2.2009508e+00
  -3.9621798e-02  -1.3984494e+00
  -5.2982272e-02  -1.9061806e+00
  -4.7552440e-02  -1.3921590e+00
  -5.3918281e-02  -2.0861342e+00
  -6.5403811e-02  -2.2094982e+00
  -3.2497762e-02  -2.2069618e+00
  -1.9994030e-02  -4.5804158e-01
  -5.5415130e-02  -2.0308793e+00
  -5.3167844e-02  -2.1810184e+00
  -3.9423245e-02  -1.6336111e+00
  -8.5860551e-02  -2.2701256e+00
  -9.9998437e-02  -2.4137599e+00
  -4.2141475e-02  -2.2226317e+00
  -4.1180744e-02  -2.0899108e+00
  -5.9687401e-02  -2.2626807e+00
  -3.5162789e-02  -2.2476193e+00
   9.4089090e-04  -1.3382806e+00
  -7.8793953e-02  -2.9675664e+00
  -1.1118060e-01  -2.5886075e+00
  -1.0555107e-01  -2.2427278e+00
  -1.0034987e-01  -2.4986751e+00
  -6.9491835e-02  -2.1349136e+00
  -1.1349296e-01  -2.4570159e+00
  -8.3532034e-02  -2.7635488e+00
  -9.7753995e-02  -2.9548654e+00
  -4.0090769e-02  -2.2629437e+00
  -8.6545346e-02  -2.6966140e+00
  -1.1000402e-01  -3.1939945e+00
  -6.5466158e-02  -2.7096516e+00
  -7.3035117e-02  -1.4966223e+00
  -9.4573045e-02  -1.9620037e+00
  -7.3492674e-02  -2.2714182e+00
  -8.7325059e-02  -3.0248095e+00
  -2.3499416e-02  -2.2130377e+00
  -7.2236985e-02  -2.3731325e+00
  -1.2240458e-01  -2.7620369e+00
  -9.2733874e-02  -2.4731789e+00
  -9.5439654e-02  -2.5456489e+00
  -7.8615647e-02  -2.9090428e+00
  -1.0286375e-01  -2.9565364e+00
  -8.8983595e-02  -2.7215792e+00
  -7.8348993e-02  -2.8662752e+00
  -6.9961391e-02  -2.3207335e+00
  -4.5666971e-02  -1.5742832e+00
  -7.7144958e-02  -2.9263992e+00
  -5.5219840e-02  -2.2835844e+00
  -9.1483218e-02  -2.2606540e+00
  -3.9528732e-02  -2.2288508e+00
  -8.1357657e-02  -2.5181146e+00
  -8.6758686e-02  -2.6086910e+00
  -9.6551298e-02  -2.3961466e+00
  -5.0827676e-02  -2.2940284e+00
  -6.0778344e-02  -2.1365188e+00
  -9.2147924e-02  -2.7623774e+00
  -4.1804175e-02  -2.2619678e+00
  -4.4260388e-02  -2.3321463e+00
  -9.1199747e-02  -3.0023234e+00
  -8.6408284e-02  -2.9177448e+00
  -5.5637294e-02  -2.3303678e+00
  -7.8077843e-02  -2.8735392e+00
  -1.0822288e-01  -2.5697229e+00
  -1.1049206e-01  -2.7714836e+00
  -8.6517540e-02  -2.5658299e+00
  -7.3564243e-02  -2.4789783e+00
  -7.5473577e-02  -2.8075919e+00
  -8.0735513e-02  -2.8631485e+00
  -5.8593990e-02  -2.3076629e+00
  -2.9088254e-02  -1.3282844e+00
  -9.4268440e-02  -2.4746161e+00
  -8.5769147e-02  -1.9177363e+00
  -7.2831854e-02  -2.5583497e+00
  -8.0043546e-02  -2.5879242e+00
  -8.8204811e-02  -3.0563429e+00
  -7.2845487e-02  -1.9871417e+00
  -5.6329051e-02  -8.7930214e-01
  -9.6744597e-02  -2.2247128e+00
  -5.0991454e-02  -2.3883052e+00
  -7.8298303e-02  -1.7508115e+00
  -7.1570316e-02  -1.5528168e+00
  -3.8819499e-02  -2.3760434e+00
  -5.7192896e-02  -2.5892282e+00
  -5.2868197e-02  -2.3605398e+00
  -6.8231630e-02  -2.0941500e+00
  -7.1621651e-02  -2.8356531e+00
  -7.8699579e-02  -2.7353743e+00
  -9.9404778e-02  -2.9272071e+00
  -6.3866150e-02  -2.3351786e+00
  -9.5109684e-02  -2.6952915e+00
  -5.1410171e-02  -2.1578821e+00
  -7.2852200e-02  -2.6813255e+00
  -9.1597252e-02  -2.7025171e+00
  -8.2141914e-02  -1.8991785e+00
  -9.2223634e-02  -2.6955084e+00
  -7.4017400e-02  -2.8770520e+00
  -6.9640154e-02  -2.1204453e+00
  -6.6932719e-02  -1.9563675e+00
  -5.3795987e-02  -2.5673856e+00
  -8.5362430e-02  -3.0092265e+00
  -6.7896922e-02  -2.4458727e+00
  -6.6296455e-02  -2.4088584e+00
  -7.2035659e-02  -2.0027032e+00
  -3.9266611e-02  -2.1433736e+00
  -6.0890493e-02  -1.4977736e+00
